 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Ano processamento
Capítulo CID-10: V.   Transtornos mentais e comportamentais
Período:Jan/2008-Set/2025
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"Total"
"150630 SALVATERRA";-;4;-;1;3;-;1;5;2;2;4;4;7;-;1;5;4;-;43
"150635 SANTA BARBARA DO PARA";1;3;3;2;7;8;22;20;9;16;12;7;7;9;14;15;15;15;185
"150640 SANTA CRUZ DO ARARI";-;-;2;-;2;1;2;2;-;-;2;-;2;4;2;2;2;1;24
"150650 SANTA IZABEL DO PARA";9;10;12;13;25;35;46;38;36;31;31;36;38;40;39;59;91;65;654
"150655 SANTA LUZIA DO PARA";-;2;10;7;4;5;3;8;4;7;6;5;7;7;23;16;18;13;145
"150658 SANTA MARIA DAS BARREIRAS";3;4;1;1;1;1;1;-;-;-;2;1;1;2;1;2;1;3;25
"150660 SANTA MARIA DO PARA";1;10;5;2;6;9;18;15;10;10;16;19;21;11;10;11;16;25;215
"150670 SANTANA DO ARAGUAIA";9;11;24;16;11;3;1;1;2;2;-;4;3;9;18;12;50;28;204
"150680 SANTAREM";2;1;4;3;3;4;4;15;2;-;5;25;21;19;24;24;12;11;179
"150690 SANTAREM NOVO";2;1;1;3;2;-;2;1;-;-;1;2;1;-;2;3;5;3;29
"150700 SANTO ANTONIO DO TAUA";2;8;14;6;5;18;15;11;14;5;12;7;10;5;5;4;17;20;178
"150710 SAO CAETANO DE ODIVELAS";-;3;5;1;5;3;8;14;10;12;12;7;27;14;7;7;12;5;152
"150715 SAO DOMINGOS DO ARAGUAIA";20;10;10;14;7;3;1;-;1;3;2;3;2;5;2;1;5;1;90
"150720 SAO DOMINGOS DO CAPIM";-;1;2;5;5;8;8;4;11;9;7;15;10;14;14;7;2;4;126
"150730 SAO FELIX DO XINGU";9;44;57;47;35;28;16;9;25;22;21;15;19;5;3;1;13;4;373
"150740 SAO FRANCISCO DO PARA";4;8;-;3;4;4;4;7;11;2;1;5;2;5;4;7;7;20;98
"150745 SAO GERALDO DO ARAGUAIA";16;19;17;12;6;1;-;-;-;1;7;4;4;3;4;-;5;-;99
"150746 SAO JOAO DA PONTA";-;-;-;-;-;-;1;3;-;4;3;2;5;1;1;1;-;-;21
"150747 SAO JOAO DE PIRABAS";3;4;2;1;3;3;5;4;7;15;7;15;11;13;12;18;9;6;138
"150750 SAO JOAO DO ARAGUAIA";4;4;3;1;4;2;-;1;-;-;-;-;1;2;-;2;-;1;25
"150760 SAO MIGUEL DO GUAMA";4;11;11;13;9;7;18;24;27;29;29;23;17;18;14;19;30;31;334
"150770 SAO SEBASTIAO DA BOA VISTA";2;2;1;3;5;-;8;6;6;7;3;3;2;2;1;4;1;4;60
"150775 SAPUCAIA";5;7;4;9;8;-;3;1;-;2;-;-;1;2;13;3;7;-;65
"150780 SENADOR JOSE PORFIRIO";-;-;2;3;2;-;1;-;-;-;2;-;1;2;1;-;-;-;14
"150790 SOURE";1;3;2;2;2;6;12;1;3;3;2;1;2;1;5;2;6;13;67
"150795 TAILANDIA";14;18;11;15;29;15;28;18;13;9;16;17;12;19;16;19;33;34;336
"150796 TERRA ALTA";-;-;3;5;3;2;5;3;5;6;5;-;4;2;1;10;12;2;68
"150797 TERRA SANTA";-;-;-;-;-;-;-;-;-;-;1;-;1;-;6;-;1;-;9
"150800 TOME-ACU";8;6;7;11;13;21;24;32;15;13;12;16;16;15;18;18;18;9;272
"150803 TRACUATEUA";2;11;6;7;14;12;10;12;16;31;17;23;37;12;22;29;24;11;296
"150805 TRAIRAO";2;-;3;3;4;-;-;3;5;3;1;6;6;2;2;4;10;6;60
"150808 TUCUMA";14;10;4;3;2;-;2;2;7;4;4;4;1;2;1;5;4;1;70
"150810 TUCURUI";94;175;153;145;83;2;-;2;6;2;5;7;5;2;9;7;4;9;710
"150812 ULIANOPOLIS";1;-;5;3;7;4;7;3;4;1;1;-;1;10;17;37;47;23;171
"150815 URUARA";1;-;10;1;7;-;-;-;1;2;2;-;3;12;13;6;4;3;65
"150820 VIGIA";5;9;10;11;21;19;19;23;33;19;21;24;11;25;15;15;38;29;347
"150830 VISEU";3;5;7;11;7;6;9;9;13;21;20;27;31;18;32;34;28;33;314
"150835 VITORIA DO XINGU";-;-;6;6;4;-;-;-;1;-;1;2;6;-;2;4;8;12;52
"150840 XINGUARA";24;19;14;13;16;4;3;1;1;1;23;64;69;64;150;234;183;139;1022
"160005 SERRA DO NAVIO";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160010 AMAPA";-;-;-;-;-;1;7;2;3;3;9;7;2;4;9;10;10;1;68
"160015 PEDRA BRANCA DO AMAPARI";-;1;-;-;-;-;-;-;1;2;-;-;1;1;1;1;-;-;8
"160020 CALCOENE";6;44;6;14;9;13;6;3;8;2;8;19;-;-;-;-;-;-;138
"160021 CUTIAS";-;-;2;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;5
"160023 FERREIRA GOMES";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"160025 ITAUBAL";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"160027 LARANJAL DO JARI";-;2;10;6;12;-;3;1;2;2;3;3;12;11;9;13;11;5;105
"160030 MACAPA";54;46;201;79;70;21;36;9;54;56;28;88;62;53;67;78;55;6;1063
"160040 MAZAGAO";-;-;3;-;1;-;-;-;-;-;-;5;1;-;1;1;-;-;12
"160050 OIAPOQUE";2;1;1;1;1;7;14;-;1;4;6;4;6;13;13;21;19;2;116
"160053 PORTO GRANDE";-;-;-;-;-;-;1;-;-;-;-;1;4;-;3;2;-;-;11
"160060 SANTANA";10;11;28;14;10;4;7;1;11;16;5;9;6;6;10;14;3;1;166
"160070 TARTARUGALZINHO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;4
"160080 VITORIA DO JARI";-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;-;8
"170025 ABREULANDIA";2;4;-;-;-;-;-;1;2;-;-;1;2;2;-;1;3;-;18
"170030 AGUIARNOPOLIS";3;5;2;2;6;5;3;2;2;2;1;2;1;-;1;5;1;-;43
"170035 ALIANCA DO TOCANTINS";1;6;4;2;3;1;5;4;4;5;5;1;4;-;2;1;6;3;57
"170040 ALMAS";1;2;6;15;1;4;-;1;-;-;-;-;1;1;3;2;2;6;45
"170070 ALVORADA";1;1;8;11;33;8;12;5;2;10;2;10;4;3;1;3;3;-;117
"170100 ANANAS";10;4;9;13;10;5;6;3;10;11;7;4;1;2;4;3;7;7;116
"170105 ANGICO";1;1;-;3;-;1;2;-;2;-;-;1;2;4;5;-;2;2;26
"170110 APARECIDA DO RIO NEGRO";2;4;2;7;5;5;4;3;7;1;1;1;2;7;3;6;1;4;65
"170130 ARAGOMINAS";6;9;9;9;6;6;14;8;8;4;5;5;1;2;-;2;1;1;96
"170190 ARAGUACEMA";3;2;6;3;7;2;1;4;1;2;4;2;3;4;4;3;5;-;56
"170200 ARAGUACU";7;2;-;4;5;3;2;4;2;16;5;3;5;6;6;2;2;4;78
"170210 ARAGUAINA";285;288;259;296;327;209;243;217;124;206;203;215;185;205;207;162;254;194;4079
"170215 ARAGUANA";2;6;3;3;4;2;2;2;3;4;1;2;3;-;2;1;2;3;45
"170220 ARAGUATINS";10;13;16;11;4;3;4;2;4;3;3;12;9;5;2;6;13;4;124
"170230 ARAPOEMA";7;8;6;9;7;6;6;2;5;2;4;5;2;1;4;11;6;2;93
"170240 ARRAIAS";7;9;8;7;9;4;8;6;6;8;4;6;13;26;14;11;8;11;165
"170255 AUGUSTINOPOLIS";9;11;5;7;10;-;4;5;-;7;1;-;6;7;3;2;2;2;81
"170270 AURORA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;-;6
"170290 AXIXA DO TOCANTINS";6;10;4;9;8;4;5;4;-;2;-;2;-;-;1;1;1;1;58
"170300 BABACULANDIA";8;7;10;7;6;4;5;1;3;4;16;6;-;6;5;4;8;7;107
"170305 BANDEIRANTES DO TOCANTINS";10;6;1;8;2;-;-;1;2;2;-;2;3;3;6;1;4;-;51
"170307 BARRA DO OURO";2;5;2;8;5;4;6;-;2;1;1;2;3;-;-;2;1;2;46
"170310 BARROLANDIA";4;11;8;7;3;3;5;2;1;4;-;1;2;2;3;1;2;3;62
"170320 BERNARDO SAYAO";9;2;2;4;4;2;2;1;-;-;1;1;1;4;1;5;-;1;40
"170330 BOM JESUS DO TOCANTINS";3;2;6;3;3;3;2;-;6;-;-;-;-;1;-;1;1;1;32
"170360 BRASILANDIA DO TOCANTINS";-;-;-;1;-;1;-;-;-;1;-;-;-;1;1;2;-;1;8
"170370 BREJINHO DE NAZARE";14;10;5;2;5;2;6;1;3;9;4;7;7;1;-;2;4;3;85
"170380 BURITI DO TOCANTINS";10;16;12;5;6;5;3;-;1;5;1;1;-;1;-;4;1;-;71
"170382 CACHOEIRINHA";2;1;1;4;1;3;1;-;-;-;-;-;-;-;1;1;-;-;15
"170384 CAMPOS LINDOS";2;1;1;4;2;3;4;1;-;1;2;3;3;-;-;1;1;1;30
"170386 CARIRI DO TOCANTINS";3;-;5;-;1;4;-;9;3;1;5;-;1;-;-;2;3;4;41
"170388 CARMOLANDIA";4;7;6;3;4;4;2;3;4;1;1;3;1;1;6;1;1;2;54
"170389 CARRASCO BONITO";4;4;4;2;5;3;2;-;-;-;-;-;2;-;-;2;-;-;28
"170390 CASEARA";2;1;1;1;4;1;-;3;-;2;2;3;4;-;4;4;1;1;34
"170410 CENTENARIO";3;3;2;3;-;-;1;2;-;-;-;5;1;-;-;-;-;-;20
"170460 CHAPADA DE AREIA";-;-;-;-;2;-;-;1;-;-;-;1;2;-;2;5;1;2;16
"170510 CHAPADA DA NATIVIDADE";1;-;-;-;1;1;2;-;-;1;2;-;-;-;1;2;1;2;14
"170550 COLINAS DO TOCANTINS";32;24;18;30;23;11;25;4;15;13;17;11;17;5;19;9;33;24;330
"170555 COMBINADO";-;1;5;6;4;5;5;1;2;1;-;2;5;2;2;3;2;2;48
"170560 CONCEICAO DO TOCANTINS";3;-;2;5;2;2;6;4;4;2;-;2;2;5;8;1;1;2;51
"170600 COUTO MAGALHAES";5;9;14;10;6;6;1;-;1;-;8;-;-;1;-;1;-;4;66
"170610 CRISTALANDIA";6;12;4;12;6;2;3;1;3;3;3;3;5;5;1;6;3;5;83
"170625 CRIXAS DO TOCANTINS";-;-;-;-;1;-;2;-;-;1;1;-;-;1;-;1;3;3;13
"170650 DARCINOPOLIS";7;10;15;11;9;2;5;2;-;2;1;-;2;3;1;2;3;3;78
"170700 DIANOPOLIS";4;4;10;10;6;5;10;6;5;3;5;14;8;10;15;14;8;23;160
"170710 DIVINOPOLIS DO TOCANTINS";6;2;6;2;5;2;1;3;-;1;1;5;-;2;1;5;4;2;48
"170720 DOIS IRMAOS DO TOCANTINS";2;4;2;4;3;4;2;2;1;3;-;7;2;3;3;3;2;1;48
"170730 DUERE";3;5;2;9;1;1;8;4;4;7;5;1;2;5;2;-;1;-;60
"170740 ESPERANTINA";3;5;9;9;5;2;4;7;3;-;1;-;-;-;2;-;1;2;53
"170755 FATIMA";4;1;8;4;10;3;3;3;-;2;1;2;3;2;2;3;1;-;52
"170765 FIGUEIROPOLIS";2;1;3;8;7;3;4;1;3;3;4;3;4;7;3;-;4;1;61
"170770 FILADELFIA";12;8;12;10;13;5;8;5;6;2;2;2;1;5;4;7;3;3;108
"170820 FORMOSO DO ARAGUAIA";13;5;8;6;12;20;13;4;17;17;7;4;3;9;5;10;9;17;179
"170825 FORTALEZA DO TABOCAO";1;-;1;1;2;1;1;-;-;-;-;1;-;1;3;-;-;1;13
"170830 GOIANORTE";1;-;1;2;-;-;1;2;-;4;1;1;1;3;2;3;6;-;28
"170900 GOIATINS";8;8;7;10;9;5;8;6;2;5;7;5;1;2;1;1;3;2;90
"170930 GUARAI";25;25;20;21;20;17;17;8;13;18;16;9;12;5;6;21;16;9;278
"170950 GURUPI";130;114;128;149;132;99;104;84;74;110;86;62;73;45;99;138;138;121;1886
"170980 IPUEIRAS";-;-;1;2;3;-;2;1;6;-;-;1;3;1;3;1;-;2;26
"171050 ITACAJA";5;5;6;6;6;3;4;-;2;-;-;2;-;1;-;5;3;1;49
"171070 ITAGUATINS";1;5;3;2;-;1;-;1;-;1;2;2;-;-;-;-;-;-;18
"171090 ITAPIRATINS";1;4;3;2;1;-;-;-;-;-;-;-;-;-;2;3;1;-;17
"171110 ITAPORA DO TOCANTINS";-;-;2;3;1;1;-;-;-;1;-;1;-;1;-;1;-;-;11
"171150 JAU DO TOCANTINS";1;-;-;-;1;-;1;1;1;3;-;-;3;1;-;5;-;2;19
"171180 JUARINA";-;5;3;2;4;3;-;-;1;3;2;9;-;-;2;1;-;-;35
"171190 LAGOA DA CONFUSAO";3;4;4;5;8;5;-;3;2;5;2;7;4;5;8;4;10;3;82
"171195 LAGOA DO TOCANTINS";-;-;3;1;1;1;-;2;1;3;-;2;3;4;1;3;4;2;31
"171200 LAJEADO";1;3;1;5;11;1;2;3;2;-;3;5;2;3;2;4;3;4;55
"171215 LAVANDEIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3
"171240 LIZARDA";-;2;-;1;2;1;-;-;1;-;1;-;1;1;2;1;1;5;19
"171245 LUZINOPOLIS";-;-;-;-;3;1;1;-;1;-;-;-;-;-;-;-;-;1;7
"171250 MARIANOPOLIS DO TOCANTINS";1;3;3;3;3;4;2;2;3;-;2;7;8;1;3;8;10;2;65
"171270 MATEIROS";-;1;1;1;-;1;-;1;1;-;-;-;3;1;3;1;2;-;16
"171280 MAURILANDIA DO TOCANTINS";3;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"171320 MIRACEMA DO TOCANTINS";10;12;19;20;36;17;16;6;7;7;4;8;12;10;8;19;12;13;236
"171330 MIRANORTE";6;10;9;4;23;18;14;17;6;6;4;5;8;1;2;2;6;4;145
"171360 MONTE DO CARMO";2;1;1;3;4;6;6;1;4;2;3;5;4;1;3;2;2;2;52
"171370 MONTE SANTO DO TOCANTINS";-;1;-;-;-;-;2;1;2;-;-;-;2;3;1;2;1;1;16
"171380 PALMEIRAS DO TOCANTINS";1;1;4;9;7;5;-;3;1;-;2;-;-;1;-;2;1;2;39
"171395 MURICILANDIA";2;2;1;2;2;2;3;-;2;2;-;1;-;-;1;-;1;1;22
"171420 NATIVIDADE";6;11;3;4;7;5;6;7;8;2;7;7;7;3;6;8;5;5;107
"171430 NAZARE";1;1;2;6;1;1;6;4;3;9;3;3;2;1;-;1;4;1;49
"171488 NOVA OLINDA";8;9;8;17;12;10;13;12;14;6;5;2;7;2;7;6;1;4;143
"171500 NOVA ROSALANDIA";-;-;1;1;2;1;3;1;-;-;1;-;1;1;-;2;1;-;15
"171510 NOVO ACORDO";2;2;5;2;3;3;3;-;2;-;2;2;1;7;4;3;1;6;48
"171515 NOVO ALEGRE";-;-;2;3;3;1;-;-;2;-;2;2;3;1;2;2;-;-;23
"171525 NOVO JARDIM";2;1;1;-;-;-;-;-;-;-;-;-;2;-;3;2;-;2;13
"171550 OLIVEIRA DE FATIMA";3;1;3;-;1;-;2;-;4;1;1;-;7;2;2;1;1;-;29
"171570 PALMEIRANTE";6;5;2;4;3;5;1;-;1;2;1;-;-;-;1;-;5;2;38
"171575 PALMEIROPOLIS";2;1;4;3;3;3;2;3;3;2;2;5;1;2;3;3;2;2;46
"171610 PARAISO DO TOCANTINS";7;5;15;26;38;11;40;34;27;28;39;55;43;35;55;42;63;27;590
"171620 PARANA";7;8;6;5;3;1;1;3;2;7;8;5;5;10;1;1;3;3;79
"171630 PAU D'ARCO";10;8;8;7;8;4;-;1;-;-;1;2;1;-;2;2;3;6;63
"171650 PEDRO AFONSO";3;6;7;9;3;3;7;6;7;2;3;-;9;2;5;4;11;6;93
"171660 PEIXE";4;2;2;1;3;3;9;-;-;4;5;3;3;3;2;2;-;5;51
"171665 PEQUIZEIRO";5;5;2;1;1;1;1;-;-;-;1;2;1;2;-;1;4;2;29
"171670 COLMEIA";7;7;11;5;8;3;3;4;1;2;-;1;3;-;-;-;3;-;58
"171700 PINDORAMA DO TOCANTINS";1;1;1;4;3;1;6;4;5;2;1;1;1;1;1;4;5;-;42
"171720 PIRAQUE";2;4;3;1;2;-;-;-;5;4;1;3;2;-;4;1;1;1;34
"171750 PIUM";8;8;1;9;6;-;4;-;1;5;13;14;23;26;36;32;9;10;205
"171780 PONTE ALTA DO BOM JESUS";-;-;-;1;2;-;-;-;1;1;-;1;-;3;1;1;1;1;13
"171790 PONTE ALTA DO TOCANTINS";1;2;6;2;6;2;4;2;2;2;3;8;6;8;3;11;7;7;82
"171800 PORTO ALEGRE DO TOCANTINS";1;1;2;-;-;-;1;-;-;-;1;-;1;-;1;-;1;1;10
"171820 PORTO NACIONAL";33;15;30;58;100;103;109;60;93;58;78;116;116;109;94;86;68;50;1376
"171830 PRAIA NORTE";1;5;1;1;1;3;4;1;1;-;-;-;1;-;-;-;-;1;20
"171840 PRESIDENTE KENNEDY";5;1;5;3;2;1;1;-;1;1;-;1;-;4;-;-;1;2;28
"171845 PUGMIL";-;1;-;3;2;-;3;2;3;4;1;-;2;3;1;2;2;-;29
"171850 RECURSOLANDIA";1;1;3;2;1;1;1;1;2;-;1;1;-;-;5;-;-;1;21
"171855 RIACHINHO";1;3;1;1;3;2;6;1;-;2;1;-;2;3;9;5;2;1;43
"171865 RIO DA CONCEICAO";3;2;-;-;-;-;1;2;1;-;1;-;-;-;3;3;-;2;18
"171870 RIO DOS BOIS";1;4;3;4;1;-;-;1;1;1;-;1;-;-;1;-;-;1;19
"171875 RIO SONO";3;2;2;-;2;-;4;2;4;3;2;6;9;2;2;3;6;2;54
"171880 SAMPAIO";2;1;2;1;1;2;-;-;-;1;-;1;1;-;1;2;1;2;18
"171884 SANDOLANDIA";2;2;1;-;-;2;1;1;2;2;3;-;3;-;-;2;1;2;24
"171886 SANTA FE DO ARAGUAIA";4;3;4;11;6;3;4;1;1;4;5;2;2;1;4;5;6;-;66
"171888 SANTA MARIA DO TOCANTINS";2;-;-;6;2;1;-;1;2;1;1;-;-;1;2;-;-;2;21
"171889 SANTA RITA DO TOCANTINS";4;8;4;2;1;4;1;3;3;2;2;2;-;-;-;-;-;-;36
"171890 SANTA ROSA DO TOCANTINS";-;1;1;1;-;2;9;2;4;1;-;3;1;1;6;6;3;1;42
"171900 SANTA TEREZA DO TOCANTINS";-;2;1;1;3;3;3;3;1;-;-;-;2;2;3;6;4;4;38
"172000 SANTA TEREZINHA DO TOCANTINS";1;1;2;1;2;-;2;2;3;1;-;-;-;-;-;-;-;2;17
"172010 SAO BENTO DO TOCANTINS";3;1;2;2;2;1;-;-;-;1;-;2;1;2;-;1;1;-;19
"172015 SAO FELIX DO TOCANTINS";-;-;-;1;1;-;2;3;1;1;2;-;-;-;1;-;1;3;16
"172020 SAO MIGUEL DO TOCANTINS";1;1;-;1;2;1;-;-;2;4;-;-;-;2;-;-;3;1;18
"172025 SAO SALVADOR DO TOCANTINS";1;3;1;2;1;1;2;1;1;2;-;-;-;-;-;2;-;1;18
"172030 SAO SEBASTIAO DO TOCANTINS";1;1;-;5;2;1;-;-;-;1;-;1;-;-;-;-;1;-;13
"172049 SAO VALERIO";5;1;4;10;8;4;3;2;8;5;3;1;3;4;6;5;2;5;79
"172065 SILVANOPOLIS";2;3;1;7;4;4;2;-;1;3;2;4;4;-;2;13;2;3;57
"172080 SITIO NOVO DO TOCANTINS";6;4;5;4;2;-;1;-;11;-;-;-;-;-;-;-;1;-;34
"172085 SUCUPIRA";-;-;-;4;-;1;2;-;3;-;-;1;-;-;2;1;1;1;16
"172090 TAGUATINGA";1;3;3;2;3;3;-;2;2;1;-;4;11;7;4;5;2;2;55
"172093 TAIPAS DO TOCANTINS";-;2;3;-;-;-;-;-;-;-;1;2;-;-;-;2;-;2;12
"172097 TALISMA";2;-;1;5;4;2;4;1;1;2;-;-;1;-;-;-;1;-;24
"172100 PALMAS";209;203;246;254;332;197;202;182;179;200;122;228;251;306;228;472;448;294;4553
"172110 TOCANTINIA";4;5;2;8;4;6;8;2;-;1;2;1;3;4;2;4;3;5;64
"172120 TOCANTINOPOLIS";18;20;19;16;10;7;23;18;43;33;27;25;17;20;30;30;50;31;437
"172125 TUPIRAMA";5;3;4;3;3;-;-;1;1;1;-;1;-;-;1;2;-;1;26
"172130 TUPIRATINS";3;-;1;-;1;1;-;-;1;1;-;-;-;-;1;2;3;-;14
"172208 WANDERLANDIA";11;11;9;15;7;4;11;14;7;7;9;10;13;8;8;10;10;4;168
"172210 XAMBIOA";20;9;12;12;14;12;6;8;12;5;3;-;-;1;4;1;8;10;137
"210005 ACAILANDIA";62;53;51;37;19;16;54;34;34;39;33;40;38;30;27;43;76;105;791
"210010 AFONSO CUNHA";1;-;-;-;-;-;1;-;1;-;1;-;1;1;-;1;-;3;10
"210015 AGUA DOCE DO MARANHAO";9;2;3;-;7;3;2;3;3;5;7;4;3;3;6;-;3;4;67
"210020 ALCANTARA";5;3;4;4;7;6;9;7;8;5;4;7;5;8;10;10;14;8;124
"210030 ALDEIAS ALTAS";6;10;1;-;-;-;-;-;2;-;-;-;1;1;1;4;1;4;31
"210040 ALTAMIRA DO MARANHAO";5;2;1;-;-;2;1;2;-;2;1;1;1;-;3;4;8;5;38
"210043 ALTO ALEGRE DO MARANHAO";16;16;13;14;15;21;16;14;14;6;9;15;15;18;15;18;22;12;269
"210047 ALTO ALEGRE DO PINDARE";7;5;10;13;4;3;1;3;6;4;11;9;22;62;69;72;53;19;373
"210050 ALTO PARNAIBA";3;5;4;6;3;3;3;6;7;4;3;5;3;4;5;7;-;2;73
"210055 AMAPA DO MARANHAO";5;-;-;1;1;-;-;1;1;-;-;2;-;-;2;1;4;1;19
"210060 AMARANTE DO MARANHAO";12;15;7;12;1;6;4;8;8;18;48;55;36;47;38;66;60;32;473
"210070 ANAJATUBA";12;6;7;4;3;2;7;7;10;3;3;12;14;8;14;13;12;6;143
"210080 ANAPURUS";2;3;1;2;-;-;2;2;3;1;-;1;-;2;1;3;2;2;27
"210083 APICUM-ACU";-;1;1;5;4;2;2;2;7;4;3;4;4;5;5;8;7;4;68
"210087 ARAGUANA";9;5;4;2;14;5;3;-;-;3;2;2;3;4;2;-;-;1;59
"210090 ARAIOSES";21;19;18;23;20;17;22;17;7;15;16;17;13;7;20;10;8;11;281
"210095 ARAME";18;14;7;16;8;8;7;7;9;18;9;19;7;13;16;10;6;3;195
"210100 ARARI";13;3;8;11;8;10;6;15;17;17;13;11;17;21;12;16;17;13;228
"210110 AXIXA";7;6;4;6;8;13;7;8;11;11;7;5;7;8;5;9;6;7;135
"210120 BACABAL";39;30;28;27;22;30;30;28;37;34;39;41;35;58;56;70;74;68;746
"210125 BACABEIRA";4;2;5;3;6;2;6;13;19;8;9;13;13;12;18;8;16;7;164
"210130 BACURI";8;3;8;5;10;4;5;10;6;11;2;2;3;5;17;20;14;6;139
"210135 BACURITUBA";2;-;-;-;-;-;1;-;1;2;3;2;1;4;4;3;5;2;30
"210140 BALSAS";31;39;43;34;13;13;13;6;5;9;13;25;48;20;29;9;1;7;358
"210150 BARAO DE GRAJAU";-;1;1;-;1;-;1;-;1;1;1;-;-;1;1;1;2;1;13
"210160 BARRA DO CORDA";33;30;33;27;7;16;28;16;17;7;13;14;29;30;18;26;32;24;400
"210170 BARREIRINHAS";13;6;11;9;10;19;12;15;16;17;17;13;18;14;20;18;26;19;273
"210173 BELAGUA";1;1;1;-;2;1;1;3;1;2;1;-;3;2;2;2;1;-;24
"210177 BELA VISTA DO MARANHAO";6;3;5;5;3;3;4;8;3;1;4;3;4;1;2;3;6;5;69
"210180 BENEDITO LEITE";-;7;13;6;11;1;1;4;4;4;2;4;2;-;3;1;-;-;63
"210190 BEQUIMAO";15;2;3;7;2;6;9;7;5;6;6;8;7;14;11;5;10;8;131
"210193 BERNARDO DO MEARIM";1;-;2;-;-;1;3;2;1;-;-;-;-;-;9;19;24;4;66
"210197 BOA VISTA DO GURUPI";-;-;-;2;1;2;2;2;1;-;-;5;5;8;8;9;10;5;60
"210200 BOM JARDIM";14;10;7;6;6;8;6;15;5;15;9;10;14;19;16;15;20;15;210
"210203 BOM JESUS DAS SELVAS";3;5;8;-;8;9;6;10;8;5;6;7;8;3;8;6;8;7;115
"210207 BOM LUGAR";1;2;1;2;-;1;5;5;1;4;4;1;1;1;1;1;4;4;39
"210210 BREJO";12;8;12;11;9;21;15;9;7;10;5;8;15;22;26;12;14;10;226
"210215 BREJO DE AREIA";5;1;3;2;2;2;3;1;5;2;1;3;-;-;-;2;4;1;37
"210220 BURITI";15;10;8;9;12;8;10;3;12;4;2;4;6;7;9;5;6;5;135
"210230 BURITI BRAVO";8;7;1;1;1;3;2;1;5;10;3;1;5;5;7;12;17;5;94
"210232 BURITICUPU";40;32;30;30;15;17;16;29;37;19;14;15;17;20;21;26;35;16;429
"210235 BURITIRANA";13;21;16;12;2;-;-;-;3;-;3;2;2;1;-;3;-;1;79
"210237 CACHOEIRA GRANDE";2;3;3;3;1;4;2;4;3;2;4;14;12;14;17;15;18;10;131
"210240 CAJAPIO";4;2;8;8;5;3;2;5;4;3;3;6;1;6;2;2;2;3;69
"210250 CAJARI";2;1;3;11;13;8;9;9;11;9;7;7;7;8;6;9;23;10;153
"210255 CAMPESTRE DO MARANHAO";9;14;17;14;1;-;-;-;-;-;3;-;-;-;7;4;9;4;82
"210260 CANDIDO MENDES";5;8;4;6;4;9;8;4;6;10;8;4;9;3;8;13;9;7;125
"210270 CANTANHEDE";6;5;5;-;1;7;4;17;13;12;10;13;20;13;14;10;10;4;164
"210275 CAPINZAL DO NORTE";6;4;1;1;8;4;4;2;1;2;2;4;3;7;6;10;4;-;69
"210280 CAROLINA";33;17;23;19;13;1;9;-;4;4;3;2;6;6;7;8;6;25;186
"210290 CARUTAPERA";5;2;3;4;3;12;9;19;8;8;2;4;1;6;8;11;11;5;121
"210300 CAXIAS";984;981;978;963;957;11;18;23;22;24;20;23;21;22;21;11;10;14;5103
"210310 CEDRAL";-;-;2;4;6;3;-;2;-;3;2;1;1;2;3;-;3;-;32
"210312 CENTRAL DO MARANHAO";13;5;3;7;4;1;7;9;5;3;2;7;1;4;5;6;8;3;93
"210315 CENTRO DO GUILHERME";-;1;1;-;-;2;3;4;1;1;-;2;-;5;6;5;10;5;46
"210317 CENTRO NOVO DO MARANHAO";7;4;2;1;3;5;5;1;5;3;3;-;1;4;11;13;24;13;105
"210320 CHAPADINHA";23;11;13;16;8;14;11;21;23;17;17;10;18;26;24;47;43;31;373
"210325 CIDELANDIA";5;2;4;4;-;2;-;1;-;2;9;15;5;2;9;6;11;4;81
"210330 CODO";50;45;54;53;55;31;53;54;63;58;76;124;67;81;127;108;103;32;1234
"210340 COELHO NETO";14;8;10;8;7;28;22;24;24;16;22;28;28;36;39;33;28;11;386
"210350 COLINAS";9;10;6;7;5;8;8;7;4;13;15;7;10;11;8;9;6;5;148
"210355 CONCEICAO DO LAGO-ACU";1;3;1;-;1;1;1;4;8;11;10;21;3;10;12;11;14;8;120
"210360 COROATA";23;9;16;13;14;36;30;17;9;26;19;21;14;23;19;18;21;10;338
"210370 CURURUPU";8;3;22;14;15;1;2;3;6;11;17;16;12;12;13;19;17;12;203
"210375 DAVINOPOLIS";26;23;25;21;-;-;-;-;-;3;1;1;1;-;-;1;-;-;102
"210380 DOM PEDRO";6;3;9;4;5;6;5;8;2;4;1;3;5;6;5;13;7;13;105
